Order Id,Budget,Cities Name,,Date Of Birth,Description
9349,2000,Denver,,4/15/1968,Biking
9349,2000,Denver,,4/15/1968,Craft Beer
9349,2000,Denver,,4/15/1968,Hiking
9349,2000,Denver,,4/15/1968,Historic Sites
9349,2000,Denver,,4/15/1968,History Museums
9349,2000,Denver,,4/15/1968,Hole-In-The-Wall Restaurants
9349,2000,Denver,,4/15/1968,Live Music
9349,2000,Denver,,4/15/1968,Local Boutiques
9349,2000,Denver,,4/15/1968,Parks + Gardens
9349,2000,Denver,,4/15/1968,Thrift Stores
9349,2000,Denver,,12/7/1978,Antiques/Flea Markets
9349,2000,Denver,,12/7/1978,Biking
9349,2000,Denver,,12/7/1978,Craft Beer
9349,2000,Denver,,12/7/1978,Hiking
9349,2000,Denver,,12/7/1978,Historic Sites
9349,2000,Denver,,12/7/1978,History Museums
9349,2000,Denver,,12/7/1978,Hole-In-The-Wall Restaurants
9349,2000,Denver,,12/7/1978,Live Music
9349,2000,Denver,,12/7/1978,Local Boutiques
9349,2000,Denver,,12/7/1978,Parks + Gardens
9349,2000,Denver,,12/7/1978,Thrift Stores
9353,1500,Boston,,10/25/1989,Comedy Clubs
9353,1500,Boston,,10/25/1989,Fine Dining
9353,1500,Boston,,10/25/1989,Food Markets
9353,1500,Boston,,10/25/1989,Hiking
9353,1500,Boston,,10/25/1989,Historic Sites
9353,1500,Boston,,10/25/1989,History Museums
9353,1500,Boston,,10/25/1989,Parks + Gardens
9353,1500,Boston,,3/13/1993,Comedy Clubs
9353,1500,Boston,,3/13/1993,Fine Dining
9353,1500,Boston,,3/13/1993,Food Markets
9353,1500,Boston,,3/13/1993,Hiking
9353,1500,Boston,,3/13/1993,Historic Sites
9353,1500,Boston,,3/13/1993,History Museums
9353,1500,Boston,,3/13/1993,Parks + Gardens
9358,1700,Portland,,4/1/1991,Antiques/Flea Markets
9358,1700,Portland,,4/1/1991,Biking
9358,1700,Portland,,4/1/1991,Comedy Clubs
9358,1700,Portland,,4/1/1991,Hiking
9358,1700,Portland,,4/1/1991,Hole-In-The-Wall Restaurants
9358,1700,Portland,,4/1/1991,Live Music
9358,1700,Portland,,4/1/1991,Local Boutiques
9358,1700,Portland,,4/1/1991,Parks + Gardens
9358,1700,Portland,,4/1/1991,Thrift Stores
9358,1700,Portland,,4/1/1991,Wine
9363,1500,Chicago,,4/16/1990,Antiques/Flea Markets
9363,1500,Chicago,,4/16/1990,Bakeries + Desserts
9363,1500,Chicago,,4/16/1990,Cafes + Coffee Shops
9363,1500,Chicago,,4/16/1990,Craft Beer
9363,1500,Chicago,,4/16/1990,Food Markets
9363,1500,Chicago,,4/16/1990,Historic Sites
9363,1500,Chicago,,4/16/1990,History Museums
9363,1500,Chicago,,4/16/1990,Hole-In-The-Wall Restaurants
9363,1500,Chicago,,4/16/1990,Local Boutiques
9363,1500,Chicago,,4/16/1990,Thrift Stores
9363,1500,Chicago,,12/11/1990,Antiques/Flea Markets
9363,1500,Chicago,,12/11/1990,Bakeries + Desserts
9363,1500,Chicago,,12/11/1990,Cafes + Coffee Shops
9363,1500,Chicago,,12/11/1990,Craft Beer
9363,1500,Chicago,,12/11/1990,Food Markets
9363,1500,Chicago,,12/11/1990,Historic Sites
9363,1500,Chicago,,12/11/1990,History Museums
9363,1500,Chicago,,12/11/1990,Hole-In-The-Wall Restaurants
9363,1500,Chicago,,12/11/1990,Local Boutiques
9363,1500,Chicago,,12/11/1990,Thrift Stores
9367,1300,Denver,,9/4/1981,Antiques/Flea Markets
9367,1300,Denver,,9/4/1981,Architectural Sites
9367,1300,Denver,,9/4/1981,Comedy Clubs
9367,1300,Denver,,9/4/1981,Hiking
9367,1300,Denver,,9/4/1981,Historic Sites
9367,1300,Denver,,9/4/1981,History Museums
9367,1300,Denver,,9/4/1981,Hole-In-The-Wall Restaurants
9367,1300,Denver,,9/4/1981,Live Music
9367,1300,Denver,,9/4/1981,Musical Theater
9367,1300,Denver,,9/4/1981,Parks + Gardens
9367,1300,Denver,,9/4/1981,Plays
9367,1300,Denver,,9/4/1981,Science Museums
9367,1300,Denver,,9/4/1981,Thrift Stores
9367,1300,Denver,,3/11/1983,Antiques/Flea Markets
9367,1300,Denver,,3/11/1983,Architectural Sites
9367,1300,Denver,,3/11/1983,Comedy Clubs
9367,1300,Denver,,3/11/1983,Hiking
9367,1300,Denver,,3/11/1983,Historic Sites
9367,1300,Denver,,3/11/1983,History Museums
9367,1300,Denver,,3/11/1983,Hole-In-The-Wall Restaurants
9367,1300,Denver,,3/11/1983,Live Music
9367,1300,Denver,,3/11/1983,Musical Theater
9367,1300,Denver,,3/11/1983,Parks + Gardens
9367,1300,Denver,,3/11/1983,Plays
9367,1300,Denver,,3/11/1983,Science Museums
9367,1300,Denver,,3/11/1983,Thrift Stores
9371,2500,Chicago,,7/25/1980,Art Galleries
9371,2500,Chicago,,7/25/1980,Art Museums
9371,2500,Chicago,,7/25/1980,Bakeries + Desserts
9371,2500,Chicago,,7/25/1980,Bookstores
9371,2500,Chicago,,7/25/1980,Cafes + Coffee Shops
9371,2500,Chicago,,7/25/1980,Fine Dining
9371,2500,Chicago,,7/25/1980,Historic Sites
9371,2500,Chicago,,7/25/1980,History Museums
9371,2500,Chicago,,7/25/1980,Hole-In-The-Wall Restaurants
9371,2500,Chicago,,7/25/1980,Musical Theater
9371,2500,Chicago,,7/25/1980,Parks + Gardens
9371,2500,Chicago,,7/25/1980,Plays
9371,2500,Chicago,,7/25/1980,Public + Street Art
9371,2500,Chicago,,7/25/1980,Spas
9371,2500,Chicago,,3/20/1981,Art Galleries
9371,2500,Chicago,,3/20/1981,Art Museums
9371,2500,Chicago,,3/20/1981,Bakeries + Desserts
9371,2500,Chicago,,3/20/1981,Bookstores
9371,2500,Chicago,,3/20/1981,Cafes + Coffee Shops
9371,2500,Chicago,,3/20/1981,Fine Dining
9371,2500,Chicago,,3/20/1981,Historic Sites
9371,2500,Chicago,,3/20/1981,History Museums
9371,2500,Chicago,,3/20/1981,Hole-In-The-Wall Restaurants
9371,2500,Chicago,,3/20/1981,Musical Theater
9371,2500,Chicago,,3/20/1981,Parks + Gardens
9371,2500,Chicago,,3/20/1981,Plays
9371,2500,Chicago,,3/20/1981,Public + Street Art
9371,2500,Chicago,,3/20/1981,Spas
9378,2500,Denver,,2/5/1959,Antiques/Flea Markets
9378,2500,Denver,,2/5/1959,Art Galleries
9378,2500,Denver,,2/5/1959,Art Museums
9378,2500,Denver,,2/5/1959,Bakeries + Desserts
9378,2500,Denver,,2/5/1959,Biking
9378,2500,Denver,,2/5/1959,Cafes + Coffee Shops
9378,2500,Denver,,2/5/1959,Cocktails
9378,2500,Denver,,2/5/1959,Comedy Clubs
9378,2500,Denver,,2/5/1959,Food Markets
9378,2500,Denver,,2/5/1959,Hiking
9378,2500,Denver,,2/5/1959,Hole-In-The-Wall Restaurants
9378,2500,Denver,,2/5/1959,Live Music
9378,2500,Denver,,2/5/1959,Musical Theater
9378,2500,Denver,,2/5/1959,Parks + Gardens
9378,2500,Denver,,2/5/1959,Plays
9378,2500,Denver,,2/5/1959,Public + Street Art
9378,2500,Denver,,2/5/1959,Thrift Stores
9378,2500,Denver,,2/5/1959,Wine
9378,2500,Denver,,2/28/1988,Antiques/Flea Markets
9378,2500,Denver,,2/28/1988,Art Galleries
9378,2500,Denver,,2/28/1988,Art Museums
9378,2500,Denver,,2/28/1988,Bakeries + Desserts
9378,2500,Denver,,2/28/1988,Biking
9378,2500,Denver,,2/28/1988,Cafes + Coffee Shops
9378,2500,Denver,,2/28/1988,Cocktails
9378,2500,Denver,,2/28/1988,Comedy Clubs
9378,2500,Denver,,2/28/1988,Food Markets
9378,2500,Denver,,2/28/1988,Hiking
9378,2500,Denver,,2/28/1988,Hole-In-The-Wall Restaurants
9378,2500,Denver,,2/28/1988,Live Music
9378,2500,Denver,,2/28/1988,Musical Theater
9378,2500,Denver,,2/28/1988,Parks + Gardens
9378,2500,Denver,,2/28/1988,Plays
9378,2500,Denver,,2/28/1988,Public + Street Art
9378,2500,Denver,,2/28/1988,Thrift Stores
9378,2500,Denver,,2/28/1988,Wine
9380,6000,Boston,,5/1/1976,Antiques/Flea Markets
9380,6000,Boston,,5/1/1976,Art Galleries
9380,6000,Boston,,5/1/1976,Art Museums
9380,6000,Boston,,5/1/1976,Bakeries + Desserts
9380,6000,Boston,,5/1/1976,Bookstores
9380,6000,Boston,,5/1/1976,Cafes + Coffee Shops
9380,6000,Boston,,5/1/1976,Comedy Clubs
9380,6000,Boston,,5/1/1976,Fine Dining
9380,6000,Boston,,5/1/1976,Food Markets
9380,6000,Boston,,5/1/1976,Historic Sites
9380,6000,Boston,,5/1/1976,History Museums
9380,6000,Boston,,5/1/1976,Hole-In-The-Wall Restaurants
9380,6000,Boston,,5/1/1976,Live Music
9380,6000,Boston,,5/1/1976,Local Boutiques
9380,6000,Boston,,5/1/1976,Musical Theater
9380,6000,Boston,,5/1/1976,Parks + Gardens
9380,6000,Boston,,5/1/1976,Plays
9380,6000,Boston,,5/1/1976,Spas
9380,6000,Boston,,5/1/1976,Thrift Stores
9380,6000,Boston,,5/1/1976,Wine
9380,6000,Boston,,11/21/1976,Antiques/Flea Markets
9380,6000,Boston,,11/21/1976,Art Galleries
9380,6000,Boston,,11/21/1976,Art Museums
9380,6000,Boston,,11/21/1976,Bakeries + Desserts
9380,6000,Boston,,11/21/1976,Bookstores
9380,6000,Boston,,11/21/1976,Cafes + Coffee Shops
9380,6000,Boston,,11/21/1976,Comedy Clubs
9380,6000,Boston,,11/21/1976,Fine Dining
9380,6000,Boston,,11/21/1976,Food Markets
9380,6000,Boston,,11/21/1976,Historic Sites
9380,6000,Boston,,11/21/1976,History Museums
9380,6000,Boston,,11/21/1976,Hole-In-The-Wall Restaurants
9380,6000,Boston,,11/21/1976,Live Music
9380,6000,Boston,,11/21/1976,Local Boutiques
9380,6000,Boston,,11/21/1976,Musical Theater
9380,6000,Boston,,11/21/1976,Parks + Gardens
9380,6000,Boston,,11/21/1976,Plays
9380,6000,Boston,,11/21/1976,Spas
9380,6000,Boston,,11/21/1976,Thrift Stores
9380,6000,Boston,,11/21/1976,Wine
9383,1300,Denver,,1/19/1991,Antiques/Flea Markets
9383,1300,Denver,,1/19/1991,Architectural Sites
9383,1300,Denver,,1/19/1991,Bakeries + Desserts
9383,1300,Denver,,1/19/1991,Biking
9383,1300,Denver,,1/19/1991,Cafes + Coffee Shops
9383,1300,Denver,,1/19/1991,Comedy Clubs
9383,1300,Denver,,1/19/1991,Food Markets
9383,1300,Denver,,1/19/1991,Hiking
9383,1300,Denver,,1/19/1991,Historic Sites
9383,1300,Denver,,1/19/1991,History Museums
9383,1300,Denver,,1/19/1991,Hole-In-The-Wall Restaurants
9383,1300,Denver,,1/19/1991,Parks + Gardens
9383,1300,Denver,,1/19/1991,Science Museums
9383,1300,Denver,,1/19/1991,Thrift Stores
9383,1300,Denver,,1/28/1999,Antiques/Flea Markets
9383,1300,Denver,,1/28/1999,Architectural Sites
9383,1300,Denver,,1/28/1999,Bakeries + Desserts
9383,1300,Denver,,1/28/1999,Biking
9383,1300,Denver,,1/28/1999,Cafes + Coffee Shops
9383,1300,Denver,,1/28/1999,Comedy Clubs
9383,1300,Denver,,1/28/1999,Food Markets
9383,1300,Denver,,1/28/1999,Hiking
9383,1300,Denver,,1/28/1999,Historic Sites
9383,1300,Denver,,1/28/1999,History Museums
9383,1300,Denver,,1/28/1999,Hole-In-The-Wall Restaurants
9383,1300,Denver,,1/28/1999,Parks + Gardens
9383,1300,Denver,,1/28/1999,Science Museums
9383,1300,Denver,,1/28/1999,Thrift Stores
9387,1300,New Orleans,,4/12/1976,Craft Beer
9387,1300,New Orleans,,4/12/1976,Historic Sites
9387,1300,New Orleans,,4/12/1976,History Museums
9387,1300,New Orleans,,4/12/1976,Hole-In-The-Wall Restaurants
9387,1300,New Orleans,,4/12/1976,Musical Theater
9387,1300,New Orleans,,4/12/1976,Plays
9387,1300,New Orleans,,4/12/1976,Wine
9387,1300,New Orleans,,7/14/1976,Craft Beer
9387,1300,New Orleans,,7/14/1976,Historic Sites
9387,1300,New Orleans,,7/14/1976,History Museums
9387,1300,New Orleans,,7/14/1976,Hole-In-The-Wall Restaurants
9387,1300,New Orleans,,7/14/1976,Musical Theater
9387,1300,New Orleans,,7/14/1976,Plays
9387,1300,New Orleans,,7/14/1976,Wine
9388,1700,Austin,,8/23/1991,Antiques/Flea Markets
9388,1700,Austin,,8/23/1991,Bakeries + Desserts
9388,1700,Austin,,8/23/1991,Biking
9388,1700,Austin,,8/23/1991,Bookstores
9388,1700,Austin,,8/23/1991,Cafes + Coffee Shops
9388,1700,Austin,,8/23/1991,Comedy Clubs
9388,1700,Austin,,8/23/1991,Craft Beer
9388,1700,Austin,,8/23/1991,Fine Dining
9388,1700,Austin,,8/23/1991,Food Markets
9388,1700,Austin,,8/23/1991,Hiking
9388,1700,Austin,,8/23/1991,Hole-In-The-Wall Restaurants
9388,1700,Austin,,8/23/1991,Live Music
9388,1700,Austin,,8/23/1991,Local Boutiques
9388,1700,Austin,,8/23/1991,Parks + Gardens
9388,1700,Austin,,8/23/1991,Thrift Stores
9388,1700,Austin,,6/11/1992,Antiques/Flea Markets
9388,1700,Austin,,6/11/1992,Bakeries + Desserts
9388,1700,Austin,,6/11/1992,Biking
9388,1700,Austin,,6/11/1992,Bookstores
9388,1700,Austin,,6/11/1992,Cafes + Coffee Shops
9388,1700,Austin,,6/11/1992,Comedy Clubs
9388,1700,Austin,,6/11/1992,Craft Beer
9388,1700,Austin,,6/11/1992,Fine Dining
9388,1700,Austin,,6/11/1992,Food Markets
9388,1700,Austin,,6/11/1992,Hiking
9388,1700,Austin,,6/11/1992,Hole-In-The-Wall Restaurants
9388,1700,Austin,,6/11/1992,Live Music
9388,1700,Austin,,6/11/1992,Local Boutiques
9388,1700,Austin,,6/11/1992,Parks + Gardens
9388,1700,Austin,,6/11/1992,Thrift Stores
9390,1500,Chicago,,9/17/1958,Art Galleries
9390,1500,Chicago,,9/17/1958,Art Museums
9390,1500,Chicago,,9/17/1958,Bakeries + Desserts
9390,1500,Chicago,,9/17/1958,Bookstores
9390,1500,Chicago,,9/17/1958,Cafes + Coffee Shops
9390,1500,Chicago,,9/17/1958,Cocktails
9390,1500,Chicago,,9/17/1958,Comedy Clubs
9390,1500,Chicago,,9/17/1958,Fine Dining
9390,1500,Chicago,,9/17/1958,Food Markets
9390,1500,Chicago,,9/17/1958,Historic Sites
9390,1500,Chicago,,9/17/1958,History Museums
9390,1500,Chicago,,9/17/1958,Hole-In-The-Wall Restaurants
9390,1500,Chicago,,9/17/1958,Musical Theater
9390,1500,Chicago,,9/17/1958,Parks + Gardens
9390,1500,Chicago,,9/17/1958,Plays
9390,1500,Chicago,,9/17/1958,Spas
9390,1500,Chicago,,9/17/1958,Wine
9390,1500,Chicago,,8/7/1959,Art Galleries
9390,1500,Chicago,,8/7/1959,Art Museums
9390,1500,Chicago,,8/7/1959,Bakeries + Desserts
9390,1500,Chicago,,8/7/1959,Bookstores
9390,1500,Chicago,,8/7/1959,Cafes + Coffee Shops
9390,1500,Chicago,,8/7/1959,Cocktails
9390,1500,Chicago,,8/7/1959,Comedy Clubs
9390,1500,Chicago,,8/7/1959,Fine Dining
9390,1500,Chicago,,8/7/1959,Food Markets
9390,1500,Chicago,,8/7/1959,Historic Sites
9390,1500,Chicago,,8/7/1959,History Museums
9390,1500,Chicago,,8/7/1959,Hole-In-The-Wall Restaurants
9390,1500,Chicago,,8/7/1959,Musical Theater
9390,1500,Chicago,,8/7/1959,Parks + Gardens
9390,1500,Chicago,,8/7/1959,Plays
9390,1500,Chicago,,8/7/1959,Spas
9390,1500,Chicago,,8/7/1959,Wine
9391,3000,Chicago,,9/22/1975,Antiques/Flea Markets
9391,3000,Chicago,,9/22/1975,Art Galleries
9391,3000,Chicago,,9/22/1975,Art Museums
9391,3000,Chicago,,9/22/1975,Bakeries + Desserts
9391,3000,Chicago,,9/22/1975,Bookstores
9391,3000,Chicago,,9/22/1975,Cafes + Coffee Shops
9391,3000,Chicago,,9/22/1975,Craft Beer
9391,3000,Chicago,,9/22/1975,Family Activities
9391,3000,Chicago,,9/22/1975,Food Markets
9391,3000,Chicago,,9/22/1975,Historic Sites
9391,3000,Chicago,,9/22/1975,History Museums
9391,3000,Chicago,,9/22/1975,Hole-In-The-Wall Restaurants
9391,3000,Chicago,,9/22/1975,Live Music
9391,3000,Chicago,,9/22/1975,Local Boutiques
9391,3000,Chicago,,9/22/1975,Musical Theater
9391,3000,Chicago,,9/22/1975,Parks + Gardens
9391,3000,Chicago,,9/22/1975,Plays
9391,3000,Chicago,,9/22/1975,Thrift Stores
9391,3000,Chicago,,5/4/1976,Antiques/Flea Markets
9391,3000,Chicago,,5/4/1976,Art Galleries
9391,3000,Chicago,,5/4/1976,Art Museums
9391,3000,Chicago,,5/4/1976,Bakeries + Desserts
9391,3000,Chicago,,5/4/1976,Bookstores
9391,3000,Chicago,,5/4/1976,Cafes + Coffee Shops
9391,3000,Chicago,,5/4/1976,Craft Beer
9391,3000,Chicago,,5/4/1976,Family Activities
9391,3000,Chicago,,5/4/1976,Food Markets
9391,3000,Chicago,,5/4/1976,Historic Sites
9391,3000,Chicago,,5/4/1976,History Museums
9391,3000,Chicago,,5/4/1976,Hole-In-The-Wall Restaurants
9391,3000,Chicago,,5/4/1976,Live Music
9391,3000,Chicago,,5/4/1976,Local Boutiques
9391,3000,Chicago,,5/4/1976,Musical Theater
9391,3000,Chicago,,5/4/1976,Parks + Gardens
9391,3000,Chicago,,5/4/1976,Plays
9391,3000,Chicago,,5/4/1976,Thrift Stores
9391,3000,Chicago,,4/29/2009,Antiques/Flea Markets
9391,3000,Chicago,,4/29/2009,Art Galleries
9391,3000,Chicago,,4/29/2009,Art Museums
9391,3000,Chicago,,4/29/2009,Bakeries + Desserts
9391,3000,Chicago,,4/29/2009,Bookstores
9391,3000,Chicago,,4/29/2009,Cafes + Coffee Shops
9391,3000,Chicago,,4/29/2009,Craft Beer
9391,3000,Chicago,,4/29/2009,Family Activities
9391,3000,Chicago,,4/29/2009,Food Markets
9391,3000,Chicago,,4/29/2009,Historic Sites
9391,3000,Chicago,,4/29/2009,History Museums
9391,3000,Chicago,,4/29/2009,Hole-In-The-Wall Restaurants
9391,3000,Chicago,,4/29/2009,Live Music
9391,3000,Chicago,,4/29/2009,Local Boutiques
9391,3000,Chicago,,4/29/2009,Musical Theater
9391,3000,Chicago,,4/29/2009,Parks + Gardens
9391,3000,Chicago,,4/29/2009,Plays
9391,3000,Chicago,,4/29/2009,Thrift Stores
9391,3000,Chicago,,12/3/2014,Antiques/Flea Markets
9391,3000,Chicago,,12/3/2014,Art Galleries
9391,3000,Chicago,,12/3/2014,Art Museums
9391,3000,Chicago,,12/3/2014,Bakeries + Desserts
9391,3000,Chicago,,12/3/2014,Bookstores
9391,3000,Chicago,,12/3/2014,Cafes + Coffee Shops
9391,3000,Chicago,,12/3/2014,Craft Beer
9391,3000,Chicago,,12/3/2014,Family Activities
9391,3000,Chicago,,12/3/2014,Food Markets
9391,3000,Chicago,,12/3/2014,Historic Sites
9391,3000,Chicago,,12/3/2014,History Museums
9391,3000,Chicago,,12/3/2014,Hole-In-The-Wall Restaurants
9391,3000,Chicago,,12/3/2014,Live Music
9391,3000,Chicago,,12/3/2014,Local Boutiques
9391,3000,Chicago,,12/3/2014,Musical Theater
9391,3000,Chicago,,12/3/2014,Parks + Gardens
9391,3000,Chicago,,12/3/2014,Plays
9391,3000,Chicago,,12/3/2014,Thrift Stores
9393,1000,Chicago,,5/9/1969,Architectural Sites
9393,1000,Chicago,,5/9/1969,Art Galleries
9393,1000,Chicago,,5/9/1969,Art Museums
9393,1000,Chicago,,5/9/1969,Biking
9393,1000,Chicago,,5/9/1969,Comedy Clubs
9393,1000,Chicago,,5/9/1969,Hiking
9393,1000,Chicago,,5/9/1969,Historic Sites
9393,1000,Chicago,,5/9/1969,History Museums
9393,1000,Chicago,,5/9/1969,Hole-In-The-Wall Restaurants
9393,1000,Chicago,,5/9/1969,Live Music
9393,1000,Chicago,,5/9/1969,Musical Theater
9393,1000,Chicago,,5/9/1969,Plays
9393,1000,Chicago,,5/9/1969,Public + Street Art
9393,1000,Chicago,,5/9/1969,Science Museums
9393,1000,Chicago,,5/9/1969,Spas
9399,1500,Chicago,,1/23/1969,Antiques/Flea Markets
9399,1500,Chicago,,1/23/1969,Art Galleries
9399,1500,Chicago,,1/23/1969,Art Museums
9399,1500,Chicago,,1/23/1969,Bakeries + Desserts
9399,1500,Chicago,,1/23/1969,Hiking
9399,1500,Chicago,,1/23/1969,Historic Sites
9399,1500,Chicago,,1/23/1969,History Museums
9399,1500,Chicago,,1/23/1969,Hole-In-The-Wall Restaurants
9399,1500,Chicago,,1/23/1969,Local Boutiques
9399,1500,Chicago,,1/23/1969,Musical Theater
9399,1500,Chicago,,1/23/1969,Parks + Gardens
9399,1500,Chicago,,1/23/1969,Plays
9399,1500,Chicago,,1/23/1969,Public + Street Art
9399,1500,Chicago,,1/23/1969,Spas
9399,1500,Chicago,,1/23/1969,Thrift Stores
9399,1500,Chicago,,6/24/1969,Antiques/Flea Markets
9399,1500,Chicago,,6/24/1969,Art Galleries
9399,1500,Chicago,,6/24/1969,Art Museums
9399,1500,Chicago,,6/24/1969,Bakeries + Desserts
9399,1500,Chicago,,6/24/1969,Hiking
9399,1500,Chicago,,6/24/1969,Historic Sites
9399,1500,Chicago,,6/24/1969,History Museums
9399,1500,Chicago,,6/24/1969,Hole-In-The-Wall Restaurants
9399,1500,Chicago,,6/24/1969,Local Boutiques
9399,1500,Chicago,,6/24/1969,Musical Theater
9399,1500,Chicago,,6/24/1969,Parks + Gardens
9399,1500,Chicago,,6/24/1969,Plays
9399,1500,Chicago,,6/24/1969,Public + Street Art
9399,1500,Chicago,,6/24/1969,Spas
9399,1500,Chicago,,6/24/1969,Thrift Stores
9403,1500,Denver,,6/18/1987,Antiques/Flea Markets
9403,1500,Denver,,6/18/1987,Architectural Sites
9403,1500,Denver,,6/18/1987,Art Galleries
9403,1500,Denver,,6/18/1987,Art Museums
9403,1500,Denver,,6/18/1987,Bakeries + Desserts
9403,1500,Denver,,6/18/1987,Cafes + Coffee Shops
9403,1500,Denver,,6/18/1987,Fine Dining
9403,1500,Denver,,6/18/1987,Hiking
9403,1500,Denver,,6/18/1987,Historic Sites
9403,1500,Denver,,6/18/1987,History Museums
9403,1500,Denver,,6/18/1987,Hole-In-The-Wall Restaurants
9403,1500,Denver,,6/18/1987,Local Boutiques
9403,1500,Denver,,6/18/1987,Musical Theater
9403,1500,Denver,,6/18/1987,Parks + Gardens
9403,1500,Denver,,6/18/1987,Plays
9403,1500,Denver,,6/18/1987,Public + Street Art
9403,1500,Denver,,6/18/1987,Science Museums
9403,1500,Denver,,6/18/1987,Spas
9403,1500,Denver,,6/18/1987,Thrift Stores
9404,2500,Chicago,,7/11/1979,Art Galleries
9404,2500,Chicago,,7/11/1979,Art Museums
9404,2500,Chicago,,7/11/1979,Cocktails
9404,2500,Chicago,,7/11/1979,Craft Beer
9404,2500,Chicago,,7/11/1979,Food Markets
9404,2500,Chicago,,7/11/1979,Historic Sites
9404,2500,Chicago,,7/11/1979,History Museums
9404,2500,Chicago,,7/11/1979,Musical Theater
9404,2500,Chicago,,7/11/1979,Parks + Gardens
9404,2500,Chicago,,7/11/1979,Plays
9404,2500,Chicago,,7/11/1979,Wine
9404,2500,Chicago,,7/2/1983,Art Galleries
9404,2500,Chicago,,7/2/1983,Art Museums
9404,2500,Chicago,,7/2/1983,Cocktails
9404,2500,Chicago,,7/2/1983,Craft Beer
9404,2500,Chicago,,7/2/1983,Food Markets
9404,2500,Chicago,,7/2/1983,Historic Sites
9404,2500,Chicago,,7/2/1983,History Museums
9404,2500,Chicago,,7/2/1983,Musical Theater
9404,2500,Chicago,,7/2/1983,Parks + Gardens
9404,2500,Chicago,,7/2/1983,Plays
9404,2500,Chicago,,7/2/1983,Wine
9408,1500,Charleston,,5/23/1988,Bakeries + Desserts
9408,1500,Charleston,,5/23/1988,Biking
9408,1500,Charleston,,5/23/1988,Cafes + Coffee Shops
9408,1500,Charleston,,5/23/1988,Cocktails
9408,1500,Charleston,,5/23/1988,Craft Beer
9408,1500,Charleston,,5/23/1988,Fine Dining
9408,1500,Charleston,,5/23/1988,Food Markets
9408,1500,Charleston,,5/23/1988,Hiking
9408,1500,Charleston,,5/23/1988,Historic Sites
9408,1500,Charleston,,5/23/1988,History Museums
9408,1500,Charleston,,5/23/1988,Hole-In-The-Wall Restaurants
9408,1500,Charleston,,5/23/1988,Parks + Gardens
9408,1500,Charleston,,5/23/1988,Wine
9408,1500,Charleston,,11/23/1994,Bakeries + Desserts
9408,1500,Charleston,,11/23/1994,Biking
9408,1500,Charleston,,11/23/1994,Cafes + Coffee Shops
9408,1500,Charleston,,11/23/1994,Cocktails
9408,1500,Charleston,,11/23/1994,Craft Beer
9408,1500,Charleston,,11/23/1994,Fine Dining
9408,1500,Charleston,,11/23/1994,Food Markets
9408,1500,Charleston,,11/23/1994,Hiking
9408,1500,Charleston,,11/23/1994,Historic Sites
9408,1500,Charleston,,11/23/1994,History Museums
9408,1500,Charleston,,11/23/1994,Hole-In-The-Wall Restaurants
9408,1500,Charleston,,11/23/1994,Parks + Gardens
9408,1500,Charleston,,11/23/1994,Wine
9409,1700,Chicago,,5/8/1949,Antiques/Flea Markets
9409,1700,Chicago,,5/8/1949,Art Galleries
9409,1700,Chicago,,5/8/1949,Art Museums
9409,1700,Chicago,,5/8/1949,Bakeries + Desserts
9409,1700,Chicago,,5/8/1949,Cafes + Coffee Shops
9409,1700,Chicago,,5/8/1949,Cocktails
9409,1700,Chicago,,5/8/1949,Comedy Clubs
9409,1700,Chicago,,5/8/1949,Fine Dining
9409,1700,Chicago,,5/8/1949,Food Markets
9409,1700,Chicago,,5/8/1949,Historic Sites
9409,1700,Chicago,,5/8/1949,History Museums
9409,1700,Chicago,,5/8/1949,Hole-In-The-Wall Restaurants
9409,1700,Chicago,,5/8/1949,Local Boutiques
9409,1700,Chicago,,5/8/1949,Musical Theater
9409,1700,Chicago,,5/8/1949,Plays
9409,1700,Chicago,,5/8/1949,Thrift Stores
9409,1700,Chicago,,10/2/1961,Antiques/Flea Markets
9409,1700,Chicago,,10/2/1961,Art Galleries
9409,1700,Chicago,,10/2/1961,Art Museums
9409,1700,Chicago,,10/2/1961,Bakeries + Desserts
9409,1700,Chicago,,10/2/1961,Cafes + Coffee Shops
9409,1700,Chicago,,10/2/1961,Cocktails
9409,1700,Chicago,,10/2/1961,Comedy Clubs
9409,1700,Chicago,,10/2/1961,Fine Dining
9409,1700,Chicago,,10/2/1961,Food Markets
9409,1700,Chicago,,10/2/1961,Historic Sites
9409,1700,Chicago,,10/2/1961,History Museums
9409,1700,Chicago,,10/2/1961,Hole-In-The-Wall Restaurants
9409,1700,Chicago,,10/2/1961,Local Boutiques
9409,1700,Chicago,,10/2/1961,Musical Theater
9409,1700,Chicago,,10/2/1961,Plays
9409,1700,Chicago,,10/2/1961,Thrift Stores
9410,1300,Seattle,,12/5/1984,Antiques/Flea Markets
9410,1300,Seattle,,12/5/1984,Architectural Sites
9410,1300,Seattle,,12/5/1984,Art Galleries
9410,1300,Seattle,,12/5/1984,Art Museums
9410,1300,Seattle,,12/5/1984,Bakeries + Desserts
9410,1300,Seattle,,12/5/1984,Biking
9410,1300,Seattle,,12/5/1984,Cafes + Coffee Shops
9410,1300,Seattle,,12/5/1984,Cocktails
9410,1300,Seattle,,12/5/1984,Comedy Clubs
9410,1300,Seattle,,12/5/1984,Craft Beer
