Budget,Cities Name,Name,Date Of Birth,Description
1500,New Orleans,Louis Armstrong New Orleans International Airport,10/16/1976,Fine Dining
1500,New Orleans,Louis Armstrong New Orleans International Airport,10/16/1976,Hiking
1500,New Orleans,Louis Armstrong New Orleans International Airport,10/16/1976,Hole-In-The-Wall Restaurants
1500,New Orleans,Louis Armstrong New Orleans International Airport,10/16/1976,Live Music
1500,New Orleans,Louis Armstrong New Orleans International Airport,10/16/1976,Local Boutiques
1500,New Orleans,Louis Armstrong New Orleans International Airport,10/16/1976,Parks + Gardens
1500,New Orleans,Louis Armstrong New Orleans International Airport,10/16/1976,Thrift Stores
1500,New Orleans,Louis Armstrong New Orleans International Airport,9/17/1984,Antiques/Flea Markets
1500,New Orleans,Louis Armstrong New Orleans International Airport,9/17/1984,Biking
1500,New Orleans,Louis Armstrong New Orleans International Airport,9/17/1984,Comedy Clubs
1500,New Orleans,Louis Armstrong New Orleans International Airport,9/17/1984,Fine Dining
1500,New Orleans,Louis Armstrong New Orleans International Airport,9/17/1984,Hiking
1500,New Orleans,Louis Armstrong New Orleans International Airport,9/17/1984,Hole-In-The-Wall Restaurants
1500,New Orleans,Louis Armstrong New Orleans International Airport,9/17/1984,Live Music
1500,New Orleans,Louis Armstrong New Orleans International Airport,9/17/1984,Local Boutiques
1500,New Orleans,Louis Armstrong New Orleans International Airport,9/17/1984,Parks + Gardens
1500,New Orleans,Louis Armstrong New Orleans International Airport,9/17/1984,Thrift Stores
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,Art Galleries
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,Art Museums
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,Biking
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,Bookstores
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,Comedy Clubs
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,Craft Beer
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,Hiking
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,Hole-In-The-Wall Restaurants
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,Kayaking
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,Live Music
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,Parks + Gardens
1500,New Orleans,Louis Armstrong New Orleans International Airport,2/6/1985,"Spectator Sports (MLB, NHL, etc.)"
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Art Galleries
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Art Museums
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Bakeries + Desserts
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Biking
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Cafes + Coffee Shops
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Cocktails
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Craft Beer
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Fine Dining
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Food Markets
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Hiking
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Historic Sites
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,History Museums
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Hole-In-The-Wall Restaurants
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Kayaking
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Live Music
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Local Boutiques
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Musical Theater
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Parks + Gardens
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Sailing/Boats
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Spas
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/31/1985,Wine
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Art Galleries
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Art Museums
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Bakeries + Desserts
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Biking
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Cafes + Coffee Shops
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Cocktails
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Craft Beer
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Fine Dining
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Food Markets
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Hiking
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Historic Sites
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,History Museums
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Hole-In-The-Wall Restaurants
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Kayaking
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Live Music
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Local Boutiques
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Musical Theater
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Parks + Gardens
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Sailing/Boats
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Spas
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/16/1986,Wine
1500,New Orleans,Louis Armstrong New Orleans International Airport,7/20/1988,Cafes + Coffee Shops
1500,New Orleans,Louis Armstrong New Orleans International Airport,7/20/1988,Comedy Clubs
1500,New Orleans,Louis Armstrong New Orleans International Airport,7/20/1988,Fine Dining
1500,New Orleans,Louis Armstrong New Orleans International Airport,7/20/1988,Food Markets
1500,New Orleans,Louis Armstrong New Orleans International Airport,7/20/1988,Historic Sites
1500,New Orleans,Louis Armstrong New Orleans International Airport,7/20/1988,History Museums
1500,New Orleans,Louis Armstrong New Orleans International Airport,7/20/1988,Hole-In-The-Wall Restaurants
1500,New Orleans,Louis Armstrong New Orleans International Airport,7/20/1988,Live Music
1500,New Orleans,Louis Armstrong New Orleans International Airport,7/20/1988,Parks + Gardens
1500,New Orleans,Louis Armstrong New Orleans International Airport,7/20/1988,Spas
1500,New Orleans,Louis Armstrong New Orleans International Airport,7/20/1988,"Spectator Sports (MLB, NHL, etc.)"
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/18/1990,Cafes + Coffee Shops
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/18/1990,Comedy Clubs
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/18/1990,Fine Dining
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/18/1990,Food Markets
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/18/1990,Historic Sites
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/18/1990,History Museums
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/18/1990,Hole-In-The-Wall Restaurants
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/18/1990,Live Music
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/18/1990,Parks + Gardens
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/18/1990,Spas
1500,New Orleans,Louis Armstrong New Orleans International Airport,5/18/1990,"Spectator Sports (MLB, NHL, etc.)"
1500,New York,John F. Kennedy International Airport,7/9/1974,Antiques/Flea Markets
1500,New York,John F. Kennedy International Airport,7/9/1974,Art Galleries
1500,New York,John F. Kennedy International Airport,7/9/1974,Art Museums
1500,New York,John F. Kennedy International Airport,7/9/1974,Bakeries + Desserts
1500,New York,John F. Kennedy International Airport,7/9/1974,Bookstores
1500,New York,John F. Kennedy International Airport,7/9/1974,Cafes + Coffee Shops
1500,New York,John F. Kennedy International Airport,7/9/1974,Cocktails
1500,New York,John F. Kennedy International Airport,7/9/1974,Comedy Clubs
1500,New York,John F. Kennedy International Airport,7/9/1974,Craft Beer
1500,New York,John F. Kennedy International Airport,7/9/1974,Fine Dining
1500,New York,John F. Kennedy International Airport,7/9/1974,Food Markets
1500,New York,John F. Kennedy International Airport,7/9/1974,Historic Sites
1500,New York,John F. Kennedy International Airport,7/9/1974,History Museums
1500,New York,John F. Kennedy International Airport,7/9/1974,Hole-In-The-Wall Restaurants
1500,New York,John F. Kennedy International Airport,7/9/1974,Live Music
1500,New York,John F. Kennedy International Airport,7/9/1974,Local Boutiques
1500,New York,John F. Kennedy International Airport,7/9/1974,Musical Theater
1500,New York,John F. Kennedy International Airport,7/9/1974,Parks + Gardens
1500,New York,John F. Kennedy International Airport,7/9/1974,Plays
1500,New York,John F. Kennedy International Airport,7/9/1974,Spas
1500,New York,John F. Kennedy International Airport,7/9/1974,Thrift Stores
1500,New York,John F. Kennedy International Airport,7/9/1974,Wine
1500,New York,John F. Kennedy International Airport,9/18/1981,Antiques/Flea Markets
1500,New York,John F. Kennedy International Airport,9/18/1981,Art Galleries
1500,New York,John F. Kennedy International Airport,9/18/1981,Art Museums
1500,New York,John F. Kennedy International Airport,9/18/1981,Bakeries + Desserts
1500,New York,John F. Kennedy International Airport,9/18/1981,Bookstores
1500,New York,John F. Kennedy International Airport,9/18/1981,Cafes + Coffee Shops
1500,New York,John F. Kennedy International Airport,9/18/1981,Cocktails
1500,New York,John F. Kennedy International Airport,9/18/1981,Comedy Clubs
1500,New York,John F. Kennedy International Airport,9/18/1981,Craft Beer
1500,New York,John F. Kennedy International Airport,9/18/1981,Fine Dining
1500,New York,John F. Kennedy International Airport,9/18/1981,Food Markets
1500,New York,John F. Kennedy International Airport,9/18/1981,Historic Sites
1500,New York,John F. Kennedy International Airport,9/18/1981,History Museums
1500,New York,John F. Kennedy International Airport,9/18/1981,Hole-In-The-Wall Restaurants
1500,New York,John F. Kennedy International Airport,9/18/1981,Live Music
1500,New York,John F. Kennedy International Airport,9/18/1981,Local Boutiques
1500,New York,John F. Kennedy International Airport,9/18/1981,Musical Theater
1500,New York,John F. Kennedy International Airport,9/18/1981,Parks + Gardens
1500,New York,John F. Kennedy International Airport,9/18/1981,Plays
1500,New York,John F. Kennedy International Airport,9/18/1981,Spas
1500,New York,John F. Kennedy International Airport,9/18/1981,Thrift Stores
1500,New York,John F. Kennedy International Airport,9/18/1981,Wine
1500,New York,John F. Kennedy International Airport,10/22/1985,Art Galleries
1500,New York,John F. Kennedy International Airport,10/22/1985,Art Museums
1500,New York,John F. Kennedy International Airport,10/22/1985,Bakeries + Desserts
1500,New York,John F. Kennedy International Airport,10/22/1985,Cafes + Coffee Shops
1500,New York,John F. Kennedy International Airport,10/22/1985,Cocktails
1500,New York,John F. Kennedy International Airport,10/22/1985,Craft Beer
1500,New York,John F. Kennedy International Airport,10/22/1985,Fine Dining
1500,New York,John F. Kennedy International Airport,10/22/1985,Historic Sites
1500,New York,John F. Kennedy International Airport,10/22/1985,History Museums
1500,New York,John F. Kennedy International Airport,10/22/1985,Hole-In-The-Wall Restaurants
1500,New York,John F. Kennedy International Airport,10/22/1985,Parks + Gardens
1500,New York,John F. Kennedy International Airport,10/22/1985,Spas
1500,New York,John F. Kennedy International Airport,10/22/1985,Wine
1500,New York,John F. Kennedy International Airport,9/24/1986,Bakeries + Desserts
1500,New York,John F. Kennedy International Airport,9/24/1986,Biking
1500,New York,John F. Kennedy International Airport,9/24/1986,Cafes + Coffee Shops
1500,New York,John F. Kennedy International Airport,9/24/1986,Craft Beer
1500,New York,John F. Kennedy International Airport,9/24/1986,Hiking
1500,New York,John F. Kennedy International Airport,9/24/1986,Historic Sites
1500,New York,John F. Kennedy International Airport,9/24/1986,History Museums
1500,New York,John F. Kennedy International Airport,9/24/1986,Hole-In-The-Wall Restaurants
1500,New York,John F. Kennedy International Airport,9/24/1986,Musical Theater
1500,New York,John F. Kennedy International Airport,9/24/1986,Parks + Gardens
1500,New York,John F. Kennedy International Airport,9/24/1986,Plays
1500,New York,John F. Kennedy International Airport,9/24/1986,Wine
1500,New York,John F. Kennedy International Airport,10/5/1986,Art Galleries
1500,New York,John F. Kennedy International Airport,10/5/1986,Art Museums
1500,New York,John F. Kennedy International Airport,10/5/1986,Bakeries + Desserts
1500,New York,John F. Kennedy International Airport,10/5/1986,Cafes + Coffee Shops
1500,New York,John F. Kennedy International Airport,10/5/1986,Cocktails
1500,New York,John F. Kennedy International Airport,10/5/1986,Craft Beer
1500,New York,John F. Kennedy International Airport,10/5/1986,Fine Dining
1500,New York,John F. Kennedy International Airport,10/5/1986,Historic Sites
1500,New York,John F. Kennedy International Airport,10/5/1986,History Museums
1500,New York,John F. Kennedy International Airport,10/5/1986,Hole-In-The-Wall Restaurants
1500,New York,John F. Kennedy International Airport,10/5/1986,Parks + Gardens
1500,New York,John F. Kennedy International Airport,10/5/1986,Spas
1500,New York,John F. Kennedy International Airport,10/5/1986,Wine
1500,New York,John F. Kennedy International Airport,5/9/1987,Bakeries + Desserts
1500,New York,John F. Kennedy International Airport,5/9/1987,Biking
1500,New York,John F. Kennedy International Airport,5/9/1987,Cafes + Coffee Shops
1500,New York,John F. Kennedy International Airport,5/9/1987,Craft Beer
1500,New York,John F. Kennedy International Airport,5/9/1987,Hiking
1500,New York,John F. Kennedy International Airport,5/9/1987,Historic Sites
1500,New York,John F. Kennedy International Airport,5/9/1987,History Museums
1500,New York,John F. Kennedy International Airport,5/9/1987,Hole-In-The-Wall Restaurants
1500,New York,John F. Kennedy International Airport,5/9/1987,Musical Theater
1500,New York,John F. Kennedy International Airport,5/9/1987,Parks + Gardens
1500,New York,John F. Kennedy International Airport,5/9/1987,Plays
1500,New York,John F. Kennedy International Airport,5/9/1987,Wine
1500,New York,John F. Kennedy International Airport,9/20/1987,Antiques/Flea Markets
1500,New York,John F. Kennedy International Airport,9/20/1987,Art Galleries
1500,New York,John F. Kennedy International Airport,9/20/1987,Art Museums
1500,New York,John F. Kennedy International Airport,9/20/1987,Bookstores
1500,New York,John F. Kennedy International Airport,9/20/1987,Food Markets
1500,New York,John F. Kennedy International Airport,9/20/1987,Hole-In-The-Wall Restaurants
1500,New York,John F. Kennedy International Airport,9/20/1987,LGBTQIA+ Owned Businesses
1500,New York,John F. Kennedy International Airport,9/20/1987,Parks + Gardens
1500,New York,John F. Kennedy International Airport,9/20/1987,Thrift Stores
1500,New York,John F. Kennedy International Airport,9/20/1988,Antiques/Flea Markets
1500,New York,John F. Kennedy International Airport,9/20/1988,Bakeries + Desserts
1500,New York,John F. Kennedy International Airport,9/20/1988,Cafes + Coffee Shops
1500,New York,John F. Kennedy International Airport,9/20/1988,Cocktails
1500,New York,John F. Kennedy International Airport,9/20/1988,Craft Beer
1500,New York,John F. Kennedy International Airport,9/20/1988,Food Markets
1500,New York,John F. Kennedy International Airport,9/20/1988,Historic Sites
1500,New York,John F. Kennedy International Airport,9/20/1988,History Museums
1500,New York,John F. Kennedy International Airport,9/20/1988,Hole-In-The-Wall Restaurants
1500,New York,John F. Kennedy International Airport,9/20/1988,Live Music
1500,New York,John F. Kennedy International Airport,9/20/1988,Local Boutiques
1500,New York,John F. Kennedy International Airport,9/20/1988,Night Clubs
1500,New York,John F. Kennedy International Airport,9/20/1988,Parks + Gardens
1500,New York,John F. Kennedy International Airport,9/20/1988,Thrift Stores
1500,New York,John F. Kennedy International Airport,9/20/1988,Wine
1500,New York,John F. Kennedy International Airport,11/20/1988,Antiques/Flea Markets
1500,New York,John F. Kennedy International Airport,11/20/1988,Art Galleries
1500,New York,John F. Kennedy International Airport,11/20/1988,Art Museums
1500,New York,John F. Kennedy International Airport,11/20/1988,Bookstores
1500,New York,John F. Kennedy International Airport,11/20/1988,Food Markets
1500,New York,John F. Kennedy International Airport,11/20/1988,Hole-In-The-Wall Restaurants
1500,New York,John F. Kennedy International Airport,11/20/1988,LGBTQIA+ Owned Businesses
1500,New York,John F. Kennedy International Airport,11/20/1988,Parks + Gardens
1500,New York,John F. Kennedy International Airport,11/20/1988,Thrift Stores
1500,New York,John F. Kennedy International Airport,6/14/1989,Antiques/Flea Markets
1500,New York,John F. Kennedy International Airport,6/14/1989,Bakeries + Desserts
1500,New York,John F. Kennedy International Airport,6/14/1989,Cafes + Coffee Shops
1500,New York,John F. Kennedy International Airport,6/14/1989,Cocktails
1500,New York,John F. Kennedy International Airport,6/14/1989,Craft Beer
1500,New York,John F. Kennedy International Airport,6/14/1989,Food Markets
1500,New York,John F. Kennedy International Airport,6/14/1989,Historic Sites
1500,New York,John F. Kennedy International Airport,6/14/1989,History Museums
1500,New York,John F. Kennedy International Airport,6/14/1989,Hole-In-The-Wall Restaurants
1500,New York,John F. Kennedy International Airport,6/14/1989,Live Music
1500,New York,John F. Kennedy International Airport,6/14/1989,Local Boutiques
1500,New York,John F. Kennedy International Airport,6/14/1989,Night Clubs
1500,New York,John F. Kennedy International Airport,6/14/1989,Parks + Gardens
1500,New York,John F. Kennedy International Airport,6/14/1989,Thrift Stores
1500,New York,John F. Kennedy International Airport,6/14/1989,Wine
1500,New York,John F. Kennedy International Airport,8/28/1994,Antiques/Flea Markets
1500,New York,John F. Kennedy International Airport,8/28/1994,Biking
1500,New York,John F. Kennedy International Airport,8/28/1994,Cocktails
1500,New York,John F. Kennedy International Airport,8/28/1994,Comedy Clubs
1500,New York,John F. Kennedy International Airport,8/28/1994,Fine Dining
1500,New York,John F. Kennedy International Airport,8/28/1994,Hiking
1500,New York,John F. Kennedy International Airport,8/28/1994,Hole-In-The-Wall Restaurants
1500,New York,John F. Kennedy International Airport,8/28/1994,Live Music
1500,New York,John F. Kennedy International Airport,8/28/1994,Parks + Gardens
1500,New York,John F. Kennedy International Airport,8/28/1994,Spas
1500,New York,John F. Kennedy International Airport,8/28/1994,Thrift Stores
1500,New York,John F. Kennedy International Airport,8/28/1994,Wine
1500,New York,LaGuardia Airport,7/9/1974,Antiques/Flea Markets
1500,New York,LaGuardia Airport,7/9/1974,Art Galleries
1500,New York,LaGuardia Airport,7/9/1974,Art Museums
1500,New York,LaGuardia Airport,7/9/1974,Bakeries + Desserts
1500,New York,LaGuardia Airport,7/9/1974,Bookstores
1500,New York,LaGuardia Airport,7/9/1974,Cafes + Coffee Shops
1500,New York,LaGuardia Airport,7/9/1974,Cocktails
1500,New York,LaGuardia Airport,7/9/1974,Comedy Clubs
1500,New York,LaGuardia Airport,7/9/1974,Craft Beer
1500,New York,LaGuardia Airport,7/9/1974,Fine Dining
1500,New York,LaGuardia Airport,7/9/1974,Food Markets
1500,New York,LaGuardia Airport,7/9/1974,Historic Sites
1500,New York,LaGuardia Airport,7/9/1974,History Museums
1500,New York,LaGuardia Airport,7/9/1974,Hole-In-The-Wall Restaurants
1500,New York,LaGuardia Airport,7/9/1974,Live Music
1500,New York,LaGuardia Airport,7/9/1974,Local Boutiques
1500,New York,LaGuardia Airport,7/9/1974,Musical Theater
1500,New York,LaGuardia Airport,7/9/1974,Parks + Gardens
1500,New York,LaGuardia Airport,7/9/1974,Plays
1500,New York,LaGuardia Airport,7/9/1974,Spas
1500,New York,LaGuardia Airport,7/9/1974,Thrift Stores
1500,New York,LaGuardia Airport,7/9/1974,Wine
1500,New York,LaGuardia Airport,9/18/1981,Antiques/Flea Markets
1500,New York,LaGuardia Airport,9/18/1981,Art Galleries
1500,New York,LaGuardia Airport,9/18/1981,Art Museums
1500,New York,LaGuardia Airport,9/18/1981,Bakeries + Desserts
1500,New York,LaGuardia Airport,9/18/1981,Bookstores
1500,New York,LaGuardia Airport,9/18/1981,Cafes + Coffee Shops
1500,New York,LaGuardia Airport,9/18/1981,Cocktails
1500,New York,LaGuardia Airport,9/18/1981,Comedy Clubs
1500,New York,LaGuardia Airport,9/18/1981,Craft Beer
1500,New York,LaGuardia Airport,9/18/1981,Fine Dining
1500,New York,LaGuardia Airport,9/18/1981,Food Markets
1500,New York,LaGuardia Airport,9/18/1981,Historic Sites
1500,New York,LaGuardia Airport,9/18/1981,History Museums
1500,New York,LaGuardia Airport,9/18/1981,Hole-In-The-Wall Restaurants
1500,New York,LaGuardia Airport,9/18/1981,Live Music
1500,New York,LaGuardia Airport,9/18/1981,Local Boutiques
1500,New York,LaGuardia Airport,9/18/1981,Musical Theater
1500,New York,LaGuardia Airport,9/18/1981,Parks + Gardens
1500,New York,LaGuardia Airport,9/18/1981,Plays
1500,New York,LaGuardia Airport,9/18/1981,Spas
1500,New York,LaGuardia Airport,9/18/1981,Thrift Stores
1500,New York,LaGuardia Airport,9/18/1981,Wine
1500,New York,LaGuardia Airport,10/22/1985,Art Galleries
1500,New York,LaGuardia Airport,10/22/1985,Art Museums
1500,New York,LaGuardia Airport,10/22/1985,Bakeries + Desserts
1500,New York,LaGuardia Airport,10/22/1985,Cafes + Coffee Shops
1500,New York,LaGuardia Airport,10/22/1985,Cocktails
1500,New York,LaGuardia Airport,10/22/1985,Craft Beer
1500,New York,LaGuardia Airport,10/22/1985,Fine Dining
1500,New York,LaGuardia Airport,10/22/1985,Historic Sites
1500,New York,LaGuardia Airport,10/22/1985,History Museums
1500,New York,LaGuardia Airport,10/22/1985,Hole-In-The-Wall Restaurants
1500,New York,LaGuardia Airport,10/22/1985,Parks + Gardens
1500,New York,LaGuardia Airport,10/22/1985,Spas
1500,New York,LaGuardia Airport,10/22/1985,Wine
1500,New York,LaGuardia Airport,9/24/1986,Bakeries + Desserts
1500,New York,LaGuardia Airport,9/24/1986,Biking
1500,New York,LaGuardia Airport,9/24/1986,Cafes + Coffee Shops
1500,New York,LaGuardia Airport,9/24/1986,Craft Beer
1500,New York,LaGuardia Airport,9/24/1986,Hiking
1500,New York,LaGuardia Airport,9/24/1986,Historic Sites
1500,New York,LaGuardia Airport,9/24/1986,History Museums
1500,New York,LaGuardia Airport,9/24/1986,Hole-In-The-Wall Restaurants
1500,New York,LaGuardia Airport,9/24/1986,Musical Theater
1500,New York,LaGuardia Airport,9/24/1986,Parks + Gardens
1500,New York,LaGuardia Airport,9/24/1986,Plays
1500,New York,LaGuardia Airport,9/24/1986,Wine
1500,New York,LaGuardia Airport,10/5/1986,Art Galleries
1500,New York,LaGuardia Airport,10/5/1986,Art Museums
1500,New York,LaGuardia Airport,10/5/1986,Bakeries + Desserts
1500,New York,LaGuardia Airport,10/5/1986,Cafes + Coffee Shops
1500,New York,LaGuardia Airport,10/5/1986,Cocktails
1500,New York,LaGuardia Airport,10/5/1986,Craft Beer
1500,New York,LaGuardia Airport,10/5/1986,Fine Dining
1500,New York,LaGuardia Airport,10/5/1986,Historic Sites
1500,New York,LaGuardia Airport,10/5/1986,History Museums
1500,New York,LaGuardia Airport,10/5/1986,Hole-In-The-Wall Restaurants
1500,New York,LaGuardia Airport,10/5/1986,Parks + Gardens
1500,New York,LaGuardia Airport,10/5/1986,Spas
1500,New York,LaGuardia Airport,10/5/1986,Wine
1500,New York,LaGuardia Airport,5/9/1987,Bakeries + Desserts
1500,New York,LaGuardia Airport,5/9/1987,Biking
1500,New York,LaGuardia Airport,5/9/1987,Cafes + Coffee Shops
1500,New York,LaGuardia Airport,5/9/1987,Craft Beer
1500,New York,LaGuardia Airport,5/9/1987,Hiking
1500,New York,LaGuardia Airport,5/9/1987,Historic Sites
1500,New York,LaGuardia Airport,5/9/1987,History Museums
1500,New York,LaGuardia Airport,5/9/1987,Hole-In-The-Wall Restaurants
1500,New York,LaGuardia Airport,5/9/1987,Musical Theater
1500,New York,LaGuardia Airport,5/9/1987,Parks + Gardens
1500,New York,LaGuardia Airport,5/9/1987,Plays
1500,New York,LaGuardia Airport,5/9/1987,Wine
1500,New York,LaGuardia Airport,9/20/1987,Antiques/Flea Markets
1500,New York,LaGuardia Airport,9/20/1987,Art Galleries
1500,New York,LaGuardia Airport,9/20/1987,Art Museums
1500,New York,LaGuardia Airport,9/20/1987,Bookstores
1500,New York,LaGuardia Airport,9/20/1987,Food Markets
1500,New York,LaGuardia Airport,9/20/1987,Hole-In-The-Wall Restaurants
1500,New York,LaGuardia Airport,9/20/1987,LGBTQIA+ Owned Businesses
1500,New York,LaGuardia Airport,9/20/1987,Parks + Gardens
1500,New York,LaGuardia Airport,9/20/1987,Thrift Stores
1500,New York,LaGuardia Airport,9/20/1988,Antiques/Flea Markets
1500,New York,LaGuardia Airport,9/20/1988,Bakeries + Desserts
1500,New York,LaGuardia Airport,9/20/1988,Cafes + Coffee Shops
1500,New York,LaGuardia Airport,9/20/1988,Cocktails
1500,New York,LaGuardia Airport,9/20/1988,Craft Beer
1500,New York,LaGuardia Airport,9/20/1988,Food Markets
1500,New York,LaGuardia Airport,9/20/1988,Historic Sites
1500,New York,LaGuardia Airport,9/20/1988,History Museums
1500,New York,LaGuardia Airport,9/20/1988,Hole-In-The-Wall Restaurants
1500,New York,LaGuardia Airport,9/20/1988,Live Music
1500,New York,LaGuardia Airport,9/20/1988,Local Boutiques
1500,New York,LaGuardia Airport,9/20/1988,Night Clubs
1500,New York,LaGuardia Airport,9/20/1988,Parks + Gardens
1500,New York,LaGuardia Airport,9/20/1988,Thrift Stores
1500,New York,LaGuardia Airport,9/20/1988,Wine
1500,New York,LaGuardia Airport,11/20/1988,Antiques/Flea Markets
1500,New York,LaGuardia Airport,11/20/1988,Art Galleries
1500,New York,LaGuardia Airport,11/20/1988,Art Museums
1500,New York,LaGuardia Airport,11/20/1988,Bookstores
1500,New York,LaGuardia Airport,11/20/1988,Food Markets
1500,New York,LaGuardia Airport,11/20/1988,Hole-In-The-Wall Restaurants
1500,New York,LaGuardia Airport,11/20/1988,LGBTQIA+ Owned Businesses
1500,New York,LaGuardia Airport,11/20/1988,Parks + Gardens
1500,New York,LaGuardia Airport,11/20/1988,Thrift Stores
1500,New York,LaGuardia Airport,6/14/1989,Antiques/Flea Markets
1500,New York,LaGuardia Airport,6/14/1989,Bakeries + Desserts
1500,New York,LaGuardia Airport,6/14/1989,Cafes + Coffee Shops
1500,New York,LaGuardia Airport,6/14/1989,Cocktails
1500,New York,LaGuardia Airport,6/14/1989,Craft Beer
1500,New York,LaGuardia Airport,6/14/1989,Food Markets
1500,New York,LaGuardia Airport,6/14/1989,Historic Sites
1500,New York,LaGuardia Airport,6/14/1989,History Museums
1500,New York,LaGuardia Airport,6/14/1989,Hole-In-The-Wall Restaurants
1500,New York,LaGuardia Airport,6/14/1989,Live Music
1500,New York,LaGuardia Airport,6/14/1989,Local Boutiques
1500,New York,LaGuardia Airport,6/14/1989,Night Clubs
1500,New York,LaGuardia Airport,6/14/1989,Parks + Gardens
1500,New York,LaGuardia Airport,6/14/1989,Thrift Stores
1500,New York,LaGuardia Airport,6/14/1989,Wine
1500,Oklahoma City,Will Rogers World Airport,4/26/1989,Bakeries + Desserts
1500,Oklahoma City,Will Rogers World Airport,4/26/1989,Cafes + Coffee Shops
1500,Oklahoma City,Will Rogers World Airport,4/26/1989,Comedy Clubs
1500,Oklahoma City,Will Rogers World Airport,4/26/1989,Fine Dining
1500,Oklahoma City,Will Rogers World Airport,4/26/1989,Hole-In-The-Wall Restaurants
1500,Oklahoma City,Will Rogers World Airport,4/26/1989,Live Music
1500,Oklahoma City,Will Rogers World Airport,4/26/1989,Parks + Gardens
1500,Oklahoma City,Will Rogers World Airport,4/26/1989,Spas
1500,Oklahoma City,Will Rogers World Airport,4/26/1989,Wine
1500,Oklahoma City,Will Rogers World Airport,3/8/1992,Comedy Clubs
